Entity,Code,Date,2020,Media 2015-2019,2015,2016,2017,2018,2019,2021
Denmark,DNK,12/04/2020,1143,1069,1081,1071,1009,1164,1018,
Denmark,DNK,19/04/2020,1078,1025,1052,1010,967,1052,1046,
Denmark,DNK,26/04/2020,1086,983,934,985,974,1008,1015,
Denmark,DNK,03/05/2020,1048,1035,996,1042,1059,1010,1067,
Denmark,DNK,10/05/2020,1027,1014,978,1023,1015,1025,1028,
Denmark,DNK,17/05/2020,951,973,921,935,1022,1012,974,
Denmark,DNK,24/05/2020,994,968,974,975,969,953,970,
Denmark,DNK,31/05/2020,968,969,977,953,956,977,983,
Denmark,DNK,07/06/2020,962,971,959,913,985,1009,991,
Denmark,DNK,14/06/2020,1000,974,1017,920,1023,941,969,
Denmark,DNK,21/06/2020,948,970,913,983,980,958,1015,
Denmark,DNK,28/06/2020,984,930,897,897,938,915,1002,
Denmark,DNK,05/07/2020,996,943,942,924,905,1007,935,
Denmark,DNK,12/07/2020,957,943,951,898,941,971,953,
Denmark,DNK,19/07/2020,1026,958,917,971,931,994,977,
Denmark,DNK,26/07/2020,944,979,951,962,925,1091,967,
Denmark,DNK,02/08/2020,983,966,947,902,934,1084,962,
Denmark,DNK,09/08/2020,957,956,929,956,932,1029,936,
Denmark,DNK,16/08/2020,993,944,953,914,906,1017,931,
Denmark,DNK,23/08/2020,995,969,926,971,953,990,1006,
Denmark,DNK,30/08/2020,953,941,901,922,951,935,996,
Denmark,DNK,06/09/2020,985,942,879,955,918,975,983,
Denmark,DNK,13/09/2020,984,950,913,932,991,949,966,
Denmark,DNK,20/09/2020,1082,965,942,904,979,994,1007,
Denmark,DNK,27/09/2020,974,979,963,983,983,950,1016,
Denmark,DNK,04/10/2020,996,970,959,910,978,1033,972,
Denmark,DNK,11/10/2020,938,992,927,1022,985,992,1033,
Denmark,DNK,18/10/2020,1008,983,948,1040,970,958,998,
Denmark,DNK,25/10/2020,1095,984,997,989,934,973,1026,
Denmark,DNK,01/11/2020,979,987,993,1003,976,1007,954,
Denmark,DNK,08/11/2020,1026,996,971,1017,956,992,1046,
Denmark,DNK,15/11/2020,1097,1018,985,1045,1070,954,1037,
Denmark,DNK,22/11/2020,1081,1019,986,1046,1011,996,1057,
Denmark,DNK,29/11/2020,1097,1042,1083,1010,1027,994,1095,
Denmark,DNK,06/12/2020,1104,1081,1105,1043,1067,1085,1104,
Denmark,DNK,13/12/2020,1093,1071,1033,1067,1102,1044,1107,
Denmark,DNK,20/12/2020,1273,1056,1024,1060,1058,1096,1042,
Denmark,DNK,27/12/2020,1211,1064,994,1149,1134,1006,1038,
England & Wales,UK,05/01/2020,12253,12199,12284,13045,11989,12721,10955,
England & Wales,UK,12/01/2020,14057,13822,16237,11497,13715,15050,12609,
England & Wales,UK,19/01/2020,12990,13212,14866,11470,13610,14256,11860,
England & Wales,UK,26/01/2020,11853,12760,13934,11312,12877,13935,11740,
England & Wales,UK,02/02/2020,11612,12202,12900,11042,12485,13285,11297,
England & Wales,UK,09/02/2020,10984,11921,12039,11154,12261,12490,11660,
England & Wales,UK,16/02/2020,10948,11625,11822,10589,11644,12246,11824,
England & Wales,UK,23/02/2020,10840,11544,11433,11056,11793,12142,11295,
England & Wales,UK,01/03/2020,10815,11179,11471,11283,11245,10854,11044,
England & Wales,UK,08/03/2020,10892,11489,11467,11005,11077,12997,10898,
England & Wales,UK,15/03/2020,11017,11203,10949,11015,10697,12788,10567,
England & Wales,UK,22/03/2020,10646,10567,10568,9626,10325,11913,10402,
England & Wales,UK,29/03/2020,11142,10122,10492,10281,10027,9941,9867,
England & Wales,UK,05/04/2020,16387,10304,9061,11599,9938,10794,10126,
England & Wales,UK,12/04/2020,18516,10517,10089,11414,8491,12301,10291,
England & Wales,UK,19/04/2020,22351,10490,11639,10925,9637,11223,9025,
England & Wales,UK,26/04/2020,21997,10456,10597,10412,10908,10306,10059,
England & Wales,UK,03/05/2020,17953,9934,10111,9133,9064,10153,11207,
England & Wales,UK,10/05/2020,12657,9573,8861,10633,10690,8624,9055,
England & Wales,UK,17/05/2020,14573,10189,10290,9953,10288,10141,10272,
England & Wales,UK,24/05/2020,12288,9938,9996,9738,10035,9636,10284,
England & Wales,UK,31/05/2020,9824,8172,8213,7909,8332,8147,8260,
England & Wales,UK,07/06/2020,10709,9974,10145,9873,9763,9950,10140,
England & Wales,UK,14/06/2020,9976,9416,9547,9384,9363,9343,9445,
England & Wales,UK,21/06/2020,9339,9402,9308,9361,9627,9256,9458,
England & Wales,UK,28/06/2020,8979,9293,9183,9227,9331,9212,9511,
England & Wales,UK,05/07/2020,9140,9184,9199,9138,9261,9258,9062,
England & Wales,UK,12/07/2020,8690,9250,9015,9387,9375,9293,9179,
England & Wales,UK,19/07/2020,8823,9092,8797,9344,9111,9127,9080,
England & Wales,UK,26/07/2020,8891,9051,8791,9331,8882,9141,9112,
England & Wales,UK,02/08/2020,8946,9032,8616,9176,8938,9161,9271,
England & Wales,UK,09/08/2020,8945,9100,8860,9161,9038,9319,9122,
England & Wales,UK,16/08/2020,9392,9087,9146,9070,9295,8830,9093,
England & Wales,UK,23/08/2020,9631,9159,9121,9318,9382,8978,8994,
England & Wales,UK,30/08/2020,9032,8239,9023,7921,8146,7865,8242,
England & Wales,UK,06/09/2020,7739,9182,7878,9397,9493,9445,9695,
England & Wales,UK,13/09/2020,9811,9307,9254,9123,9453,9191,9513,
England & Wales,UK,20/09/2020,9522,9264,9097,8945,9534,9305,9440,
England & Wales,UK,27/09/2020,9634,9375,9526,8993,9689,9150,9517,
England & Wales,UK,04/10/2020,9945,9555,9410,9287,9776,9503,9799,
England & Wales,UK,11/10/2020,9954,9811,9775,9717,9939,9649,9973,
England & Wales,UK,18/10/2020,10534,9865,9508,9768,10029,9864,10156,
England & Wales,UK,25/10/2020,10739,9759,9710,9724,9739,9603,10021,
England & Wales,UK,01/11/2020,10887,9884,9593,10152,9983,9529,10164,
England & Wales,UK,08/11/2020,11812,10329,9984,10467,10344,10151,10697,
England & Wales,UK,15/11/2020,12254,10348,9935,10690,10274,10193,10650,
England & Wales,UK,22/11/2020,12535,10376,9829,10602,10612,9957,10882,
England & Wales,UK,29/11/2020,12456,10357,9820,10438,10536,10033,10958,
England & Wales,UK,06/12/2020,12303,10694,10361,11223,10781,10287,10816,
England & Wales,UK,13/12/2020,12292,10748,10257,10528,11217,10550,11188,
England & Wales,UK,20/12/2020,13011,11546,10688,11486,12514,11116,11926,
England & Wales,UK,27/12/2020,11520,7955,8630,8002,8481,7131,7533,
Estonia,EST,05/01/2020,296,344,354,322,364,328,351,
Estonia,EST,12/01/2020,331,345,340,334,393,319,338,
Estonia,EST,19/01/2020,316,331,294,301,386,290,383,
Estonia,EST,26/01/2020,300,336,321,335,360,338,324,
Estonia,EST,02/02/2020,309,340,329,319,392,333,325,
Estonia,EST,09/02/2020,276,341,332,353,351,343,325,
Estonia,EST,16/02/2020,322,322,324,276,344,347,317,
Estonia,EST,23/02/2020,334,339,332,313,337,389,322,
Estonia,EST,01/03/2020,314,333,324,317,304,391,331,
Estonia,EST,08/03/2020,293,334,355,293,328,391,305,
Estonia,EST,15/03/2020,341,324,341,303,296,384,294,
Estonia,EST,22/03/2020,312,312,331,263,304,361,300,
Estonia,EST,29/03/2020,328,317,317,323,322,326,296,
Estonia,EST,05/04/2020,312,299,304,312,286,337,257,
Estonia,EST,12/04/2020,316,304,311,307,293,319,290,
Estonia,EST,19/04/2020,313,299,297,298,285,318,299,
Estonia,EST,26/04/2020,326,285,302,295,267,276,286,
Estonia,EST,03/05/2020,308,289,265,304,308,269,301,
Estonia,EST,10/05/2020,316,288,278,299,319,268,274,
Estonia,EST,17/05/2020,291,305,333,288,292,300,313,
Estonia,EST,24/05/2020,278,287,283,276,290,281,303,
Estonia,EST,31/05/2020,303,274,285,277,268,266,276,
Estonia,EST,07/06/2020,272,280,289,258,293,262,296,
Estonia,EST,14/06/2020,279,269,267,276,262,282,257,
Estonia,EST,21/06/2020,277,272,285,270,247,277,281,
Estonia,EST,28/06/2020,293,263,239,263,272,261,279,
Estonia,EST,05/07/2020,271,262,277,251,290,230,263,
Estonia,EST,12/07/2020,276,265,250,270,249,280,278,
Estonia,EST,19/07/2020,283,270,236,276,242,310,286,
Estonia,EST,26/07/2020,297,281,238,264,296,291,314,
Estonia,EST,02/08/2020,306,268,259,232,272,321,256,
Estonia,EST,09/08/2020,296,286,276,280,304,302,269,
Estonia,EST,16/08/2020,296,278,289,285,260,234,323,
Estonia,EST,23/08/2020,264,264,261,278,270,261,251,
Estonia,EST,30/08/2020,300,272,259,271,305,255,271,
Estonia,EST,06/09/2020,282,266,248,283,259,278,261,
Estonia,EST,13/09/2020,256,273,301,278,265,265,254,
Estonia,EST,20/09/2020,314,282,285,295,267,284,277,
Estonia,EST,27/09/2020,331,287,292,305,271,283,282,
Estonia,EST,04/10/2020,304,287,301,282,273,273,305,
Estonia,EST,11/10/2020,274,285,316,284,269,301,257,
Estonia,EST,18/10/2020,312,292,296,313,285,282,286,
Estonia,EST,25/10/2020,308,296,279,313,291,299,296,
Estonia,EST,01/11/2020,268,294,270,303,324,282,293,
Estonia,EST,08/11/2020,289,280,277,330,262,259,271,
Estonia,EST,15/11/2020,292,291,285,299,299,284,288,
Estonia,EST,22/11/2020,318,281,256,292,267,289,299,
Estonia,EST,29/11/2020,337,293,282,284,324,283,291,
Estonia,EST,06/12/2020,341,296,258,286,294,316,327,
Estonia,EST,13/12/2020,344,301,305,312,264,319,304,
Estonia,EST,20/12/2020,339,310,318,309,301,318,305,
Estonia,EST,27/12/2020,353,314,267,364,310,329,302,
Finland,FIN,05/01/2020,1050,1165,1084,1184,1273,1072,1213,
Finland,FIN,12/01/2020,1068,1180,1159,1192,1335,1091,1125,
Finland,FIN,19/01/2020,1059,1172,1151,1249,1208,1083,1171,
Finland,FIN,26/01/2020,1039,1127,1040,1186,1145,1131,1134,
Finland,FIN,02/02/2020,1074,1138,1062,1183,1116,1186,1141,
Finland,FIN,09/02/2020,1115,1123,1062,1167,1106,1110,1170,
Finland,FIN,16/02/2020,1098,1099,1093,1047,1122,1143,1089,
Finland,FIN,23/02/2020,1091,1095,1075,1046,1124,1173,1058,
Finland,FIN,01/03/2020,1050,1120,1126,1075,1083,1247,1070,
Finland,FIN,08/03/2020,1106,1103,1134,1023,1048,1223,1085,
Finland,FIN,15/03/2020,1105,1103,1047,1041,1021,1251,1154,
Finland,FIN,22/03/2020,1122,1088,1015,1095,1065,1216,1047,
Finland,FIN,29/03/2020,1108,1064,1012,1097,985,1154,1072,
Finland,FIN,05/04/2020,1108,1077,1070,980,1059,1243,1033,
Finland,FIN,12/04/2020,1180,1047,1075,1010,998,1096,1058,
Finland,FIN,19/04/2020,1094,1058,1040,1060,1055,1110,1024,
Finland,FIN,26/04/2020,1142,1015,1075,968,1006,1027,1001,
Finland,FIN,03/05/2020,1131,1038,1021,976,1079,1023,1090,
Finland,FIN,10/05/2020,1074,991,1009,947,1049,980,972,
Finland,FIN,17/05/2020,1104,971,926,963,999,973,993,
Finland,FIN,24/05/2020,957,959,939,1023,995,909,927,
Finland,FIN,31/05/2020,990,950,947,980,980,926,919,
Finland,FIN,07/06/2020,984,966,907,913,1014,944,1053,
Finland,FIN,14/06/2020,1003,950,927,947,1021,921,934,
Finland,FIN,21/06/2020,1067,967,987,939,993,954,962,
Finland,FIN,28/06/2020,1021,951,924,995,993,946,895,
Finland,FIN,05/07/2020,997,946,1016,874,929,961,949,
Finland,FIN,12/07/2020,943,943,885,940,921,986,983,
Finland,FIN,19/07/2020,1023,960,902,949,925,1060,962,
Finland,FIN,26/07/2020,964,973,902,952,944,1047,1022,
Finland,FIN,02/08/2020,982,939,883,902,923,1063,922,
Finland,FIN,09/08/2020,954,925,874,919,954,919,958,
Finland,FIN,16/08/2020,977,950,956,946,943,984,923,
Finland,FIN,23/08/2020,1017,959,946,1006,906,943,992,
Finland,FIN,30/08/2020,988,963,957,991,954,947,966,
Finland,FIN,06/09/2020,979,967,917,991,1001,941,986,
Finland,FIN,13/09/2020,1123,965,966,922,1040,907,990,
Finland,FIN,20/09/2020,1043,987,977,1012,940,997,1007,
Finland,FIN,27/09/2020,1087,991,938,983,974,1012,1047,
Finland,FIN,04/10/2020,977,1016,957,986,1030,1059,1050,
Finland,FIN,11/10/2020,984,1023,982,1074,964,1004,1090,
Finland,FIN,18/10/2020,1072,1015,1025,994,1024,982,1052,
Finland,FIN,25/10/2020,1071,1035,1045,1025,1024,999,1081,
Finland,FIN,01/11/2020,1129,1033,967,1040,1034,1021,1101,
Finland,FIN,08/11/2020,1040,1009,967,1071,977,1031,997,
Finland,FIN,15/11/2020,1021,995,1005,1006,966,983,1014,
Finland,FIN,22/11/2020,1114,1023,1054,1099,998,995,970,
Finland,FIN,29/11/2020,1100,1033,1069,1044,988,1038,1024,
Finland,FIN,06/12/2020,1102,1058,1082,1034,1014,1063,1097,
Finland,FIN,13/12/2020,1089,1061,1060,1069,1056,1065,1053,
Finland,FIN,20/12/2020,,1088,1019,1168,1112,1037,1105,
Finland,FIN,27/12/2020,,1162,1106,1321,1103,1193,1089,
France,FRA,05/01/2020,12729,13445,12804,11944,15509,14154,12814,
France,FRA,12/01/2020,13195,13563,13142,12032,15696,13590,13355,
France,FRA,19/01/2020,12594,13210,12803,12141,14700,13157,13249,
France,FRA,26/01/2020,12329,13071,12617,11824,14783,12464,13666,
France,FRA,02/02/2020,12533,13071,13281,11734,14282,12132,13927,
France,FRA,09/02/2020,12404,13190,13963,11827,13405,12697,14056,
France,FRA,16/02/2020,12257,13024,14666,11615,12610,12645,13584,
France,FRA,23/02/2020,11832,12893,14326,11522,11980,13136,13501,
France,FRA,01/03/2020,12042,12922,13592,12033,11712,14212,13062,
France,FRA,08/03/2020,12134,12624,12930,11920,11482,14327,12459,
France,FRA,15/03/2020,12550,12037,12264,12055,11013,13156,11696,
France,FRA,22/03/2020,13937,11745,11901,11867,10722,12687,11548,
France,FRA,29/03/2020,16187,11642,11684,11978,10795,12443,11312,
France,FRA,05/04/2020,18799,11380,11130,11614,10674,12014,11469,
France,FRA,12/04/2020,17558,11174,11239,11231,10664,11716,11018,
France,FRA,19/04/2020,15391,11028,10884,10694,10675,11603,11283,
France,FRA,26/04/2020,12820,10917,10790,10725,11027,10788,11257,
France,FRA,03/05/2020,11256,10777,10593,10831,10881,10696,10884,
France,FRA,10/05/2020,11030,10639,10480,10697,10691,10332,10996,
France,FRA,17/05/2020,10751,10533,10110,10542,10635,10399,10980,
France,FRA,24/05/2020,11114,10531,10026,10461,10604,10781,10783,
France,FRA,31/05/2020,10427,10266,10137,10043,10145,10512,10491,
France,FRA,07/06/2020,10390,10208,10416,10291,9851,10138,10342,
France,FRA,14/06/2020,10358,10093,10172,9904,10091,9978,10321,
France,FRA,21/06/2020,10422,10365,9862,10404,10864,10203,10494,
France,FRA,28/06/2020,11108,10386,10160,10073,9677,10894,11127,
France,FRA,05/07/2020,10011,10747,11190,10440,10584,10777,10742,
France,FRA,12/07/2020,10313,10219,10315,10156,10109,10255,10258,
France,FRA,19/07/2020,10121,10445,10181,10914,10289,10509,10330,
France,FRA,26/07/2020,10537,10437,9911,9838,10172,10923,11339,
France,FRA,02/08/2020,10852,10157,9698,9807,10405,10765,10108,
France,FRA,09/08/2020,10743,10259,10478,9820,9918,10731,10346,
France,FRA,16/08/2020,11757,10023,9935,10176,10083,9930,9991,
France,FRA,23/08/2020,10477,10296,9851,10497,10394,10388,10350,
France,FRA,30/08/2020,10491,10282,10094,10053,10300,10140,10824,
France,FRA,06/09/2020,10606,10078,9829,10195,9776,10497,10095,
France,FRA,13/09/2020,11185,10356,10157,10192,10368,10532,10532,
France,FRA,20/09/2020,11754,10615,10320,10259,11081,10520,10893,
France,FRA,27/09/2020,10842,10628,10408,10498,11239,10453,10544,
France,FRA,04/10/2020,11815,10874,10758,10669,10974,11061,10910,
France,FRA,11/10/2020,11794,11148,11100,11289,11099,11134,11117,
France,FRA,18/10/2020,12143,11011,10906,11384,10839,10780,11148,
France,FRA,25/10/2020,13650,11157,11293,11360,10946,10999,11188,
France,FRA,01/11/2020,14572,11174,11121,11158,11003,11194,11392,
France,FRA,08/11/2020,15553,11289,10762,11332,11314,11484,11554,
France,FRA,15/11/2020,15422,11302,10395,11689,11411,11249,11767,
France,FRA,22/11/2020,14940,11423,10489,11426,11631,11459,12109,
France,FRA,29/11/2020,14596,11550,10952,11402,11771,11595,12032,
France,FRA,06/12/2020,14369,11672,11125,11935,12031,11324,11944,
France,FRA,13/12/2020,14329,11962,11185,12273,12623,11501,12228,
France,FRA,20/12/2020,13713,12305,11207,13241,12704,12021,12353,
France,FRA,27/12/2020,,12619,11096,14411,13483,11954,12149,
Germany,DEU,05/01/2020,18903,19353,,18467,20918,19342,18686,
Germany,DEU,12/01/2020,19430,19612,,18439,22070,18770,19170,
Germany,DEU,19/01/2020,19183,19553,,18627,21236,19187,19163,
Germany,DEU,26/01/2020,18940,19867,,18707,22083,19171,19505,
Germany,DEU,02/02/2020,19796,20376,,18493,23640,19558,19812,
Germany,DEU,09/02/2020,19029,20338,,18541,22744,20086,19981,
Germany,DEU,16/02/2020,19647,20643,,18483,22683,21254,20150,
Germany,DEU,23/02/2020,18944,20995,,18475,22266,22888,20349,
Germany,DEU,01/03/2020,19491,21545,,18926,20930,25535,20790,
Germany,DEU,08/03/2020,19639,21305,,18888,19102,26777,20453,
Germany,DEU,15/03/2020,19881,20454,,18971,18665,24385,19795,
Germany,DEU,22/03/2020,19739,19565,,18826,17640,22777,19016,
Germany,DEU,29/03/2020,19700,18954,,18617,17731,20906,18562,
Germany,DEU,05/04/2020,20646,18495,,18244,17028,20038,18671,
Germany,DEU,12/04/2020,20510,17908,,17712,16901,19165,17852,
Germany,DEU,19/04/2020,19282,17373,,16775,16637,17992,18089,
Germany,DEU,26/04/2020,18549,17419,,17053,17634,17093,17894,
Germany,DEU,03/05/2020,17909,16977,,16901,17129,16789,17090,
Germany,DEU,10/05/2020,17633,17329,,17629,17343,17226,17118,
Germany,DEU,17/05/2020,16980,16871,,16601,17079,16488,17315,
Germany,DEU,24/05/2020,17153,16583,,16286,16451,16513,17080,
Germany,DEU,31/05/2020,16757,16802,,16346,16902,17039,16921,
Germany,DEU,07/06/2020,17266,16463,,15799,15846,16714,17491,
Germany,DEU,14/06/2020,16596,15968,,15717,16087,15582,16484,
Germany,DEU,21/06/2020,16387,16553,,16910,16819,15843,16639,
Germany,DEU,28/06/2020,17278,16566,,15699,16076,16569,17918,
Germany,DEU,05/07/2020,16433,16457,,16229,16424,16622,16552,
Germany,DEU,12/07/2020,16152,16041,,16172,15603,16070,16319,
Germany,DEU,19/07/2020,16511,16783,,16985,16589,16702,16856,
Germany,DEU,26/07/2020,16896,17546,,16157,16058,18340,19630,
Germany,DEU,02/08/2020,17390,17335,,15439,16494,20371,17034,
Germany,DEU,09/08/2020,17464,16572,,15487,15784,18478,16540,
Germany,DEU,16/08/2020,19664,16308,,16258,16148,16890,15934,
Germany,DEU,23/08/2020,17535,16476,,17147,15880,16612,16263,
Germany,DEU,30/08/2020,16614,16451,,16101,16064,16000,17637,
Germany,DEU,06/09/2020,16709,16050,,16116,15706,16390,15988,
Germany,DEU,13/09/2020,17070,16278,,16372,16146,16292,16303,
Germany,DEU,20/09/2020,17505,16316,,15606,16505,16651,16500,
Germany,DEU,27/09/2020,17363,16614,,16336,16747,15969,17402,
Germany,DEU,04/10/2020,17547,16634,,16352,16664,16622,16899,
Germany,DEU,11/10/2020,17404,17389,,17427,17470,16993,17666,
Germany,DEU,18/10/2020,17651,17251,,17599,17139,16552,17713,
Germany,DEU,25/10/2020,18484,17145,,17586,17059,16608,17327,
Germany,DEU,01/11/2020,18449,17181,,17580,16762,16895,17488,
Germany,DEU,08/11/2020,18909,17654,,17782,17371,17604,17859,
Germany,DEU,15/11/2020,19546,17817,,18591,17594,16842,18242,
Germany,DEU,22/11/2020,19960,17977,,17911,17676,17785,18535,
Germany,DEU,29/11/2020,20978,18174,,18146,17877,18091,18581,
Germany,DEU,06/12/2020,22180,18643,,18793,18295,18342,19143,
Germany,DEU,13/12/2020,23294,18608,,18885,18504,17943,19101,
Germany,DEU,20/12/2020,23550,18982,,19376,18500,18990,19062,
Germany,DEU,27/12/2020,,18639,,19744,18652,17954,18204,
Greece,GRC,05/01/2020,2748,2825,,2637,3425,2533,2706,
Greece,GRC,12/01/2020,2920,2969,,2638,3680,2453,3105,
Greece,GRC,19/01/2020,2863,2837,,2601,3364,2345,3039,
Greece,GRC,26/01/2020,2773,2786,,2652,3082,2548,2860,
Greece,GRC,02/02/2020,2990,2787,,2649,3002,2605,2893,
Greece,GRC,09/02/2020,2845,2678,,2594,2790,2557,2772,
Greece,GRC,16/02/2020,2781,2536,,2436,2675,2469,2563,
Greece,GRC,23/02/2020,2468,2473,,2215,2523,2493,2660,
Greece,GRC,01/03/2020,2545,2479,,2139,2399,2610,2769,
Greece,GRC,08/03/2020,2644,2426,,2248,2405,2532,2519,
Greece,GRC,15/03/2020,2593,2396,,2255,2444,2415,2470,
Greece,GRC,22/03/2020,2547,2341,,2185,2458,2330,2391,
Greece,GRC,29/03/2020,2438,2302,,2259,2253,2365,2332,
Greece,GRC,05/04/2020,2452,2348,,2275,2363,2341,2413,
Greece,GRC,12/04/2020,2362,2313,,2227,2363,2349,2312,
Greece,GRC,19/04/2020,2267,2252,,2100,2367,2319,2220,
Greece,GRC,26/04/2020,2203,2246,,2081,2325,2175,2403,
Greece,GRC,03/05/2020,2306,2274,,2246,2265,2226,2360,
Greece,GRC,10/05/2020,2127,2168,,2209,2159,1980,2323,
Greece,GRC,17/05/2020,2473,2133,,2121,2030,2112,2268,
Greece,GRC,24/05/2020,2329,2068,,2027,2013,2021,2210,
Greece,GRC,31/05/2020,1960,2229,,2199,2212,2223,2281,
Greece,GRC,07/06/2020,2101,2177,,1999,2121,2302,2285,
Greece,GRC,14/06/2020,2211,2261,,2175,2136,2188,2546,
Greece,GRC,21/06/2020,2351,2385,,2914,2170,2080,2376,
Greece,GRC,28/06/2020,2180,2379,,2318,2732,2045,2419,
Greece,GRC,05/07/2020,2669,2359,,2155,2542,2361,2377,
Greece,GRC,12/07/2020,2302,2256,,2186,2418,2160,2258,
Greece,GRC,19/07/2020,2136,2134,,1993,2090,2356,2097,
Greece,GRC,26/07/2020,2235,2240,,2285,2143,2195,2337,
Greece,GRC,02/08/2020,2714,2312,,2324,2307,2231,2386,
Greece,GRC,09/08/2020,2528,2404,,2212,2726,2288,2391,
Greece,GRC,16/08/2020,2366,2264,,2122,2288,2285,2361,
Greece,GRC,23/08/2020,2358,2156,,2049,2052,2260,2264,
Greece,GRC,30/08/2020,2297,2156,,2013,2076,2178,2356,
Greece,GRC,06/09/2020,2315,2084,,2041,1976,2196,2122,
Greece,GRC,13/09/2020,2274,2055,,1971,2100,2063,2084,
Greece,GRC,20/09/2020,2275,2018,,1882,1980,2100,2110,
Greece,GRC,27/09/2020,2156,2002,,1972,1926,2022,2087,
Greece,GRC,04/10/2020,2220,2123,,2081,2076,2176,2158,
Greece,GRC,11/10/2020,2213,2137,,2047,2185,2244,2070,
Greece,GRC,18/10/2020,2141,2165,,2142,2230,2164,2123,
Greece,GRC,25/10/2020,2220,2191,,2177,2157,2261,2170,
Greece,GRC,01/11/2020,2413,2237,,2148,2214,2301,2283,
Greece,GRC,08/11/2020,2543,2299,,2349,2310,2232,2303,
Greece,GRC,15/11/2020,2777,2280,,2244,2266,2392,2216,
Greece,GRC,22/11/2020,3136,2351,,2431,2319,2438,2216,
Greece,GRC,29/11/2020,3073,2364,,2413,2336,2312,2395,
Greece,GRC,06/12/2020,,2429,,2475,2278,2451,2512,
Greece,GRC,13/12/2020,,2459,,2414,2455,2503,2463,
Greece,GRC,20/12/2020,,2516,,2716,2367,2535,2445,
Greece,GRC,27/12/2020,,2616,,2875,2496,2632,2459,
Hungary,HUN,05/01/2020,2609,2885,2800,2823,3155,2595,3054,
Hungary,HUN,12/01/2020,2586,2918,3005,2640,3311,2546,3090,
Hungary,HUN,19/01/2020,2582,2925,2900,2562,3449,2675,3037,
Hungary,HUN,26/01/2020,2720,3017,3005,2615,3574,2655,3234,
Hungary,HUN,02/02/2020,2800,3056,3067,2483,3616,2731,3384,
Hungary,HUN,09/02/2020,2635,3068,3350,2640,3256,2833,3263,
Hungary,HUN,16/02/2020,2750,2983,3280,2575,2991,3037,3034,
Hungary,HUN,23/02/2020,2586,2956,3349,2491,2890,3161,2888,
Hungary,HUN,01/03/2020,2782,2894,3120,2535,2668,3237,2909,
Hungary,HUN,08/03/2020,2605,2812,2962,2496,2671,3218,2713,
Hungary,HUN,15/03/2020,2577,2709,2777,2438,2582,3016,2733,
Hungary,HUN,22/03/2020,2801,2635,2764,2481,2584,2878,2469,
Hungary,HUN,29/03/2020,2591,2592,2690,2537,2546,2774,2411,
Hungary,HUN,05/04/2020,2525,2511,2639,2456,2422,2622,2414,
Hungary,HUN,12/04/2020,2572,2478,2612,2318,2492,2576,2393,
Hungary,HUN,19/04/2020,2509,2430,2612,2349,2527,2336,2327,
Hungary,HUN,26/04/2020,2356,2437,2598,2364,2480,2300,2442,
Hungary,HUN,03/05/2020,2250,2367,2467,2279,2479,2294,2316,
Hungary,HUN,10/05/2020,2291,2315,2420,2370,2340,2160,2283,
Hungary,HUN,17/05/2020,2344,2272,2293,2381,2323,2154,2208,
Hungary,HUN,24/05/2020,2111,2276,2274,2261,2209,2352,2283,
Hungary,HUN,31/05/2020,2192,2287,2177,2285,2382,2393,2196,
Hungary,HUN,07/06/2020,2397,2262,2434,2235,2126,2228,2288,
Hungary,HUN,14/06/2020,2288,2292,2298,2151,2145,2243,2623,
Hungary,HUN,21/06/2020,2071,2250,2067,2481,2297,2188,2217,
Hungary,HUN,28/06/2020,2262,2193,2141,2303,2136,2140,2247,
Hungary,HUN,05/07/2020,2314,2219,2383,2102,2143,2225,2242,
Hungary,HUN,12/07/2020,2173,2281,2491,2276,2288,2285,2065,
Hungary,HUN,19/07/2020,2111,2279,2358,2210,2271,2265,2292,
Hungary,HUN,26/07/2020,2152,2380,2625,2277,2140,2389,2471,
Hungary,HUN,02/08/2020,2357,2309,2020,2221,2657,2479,2170,
Hungary,HUN,09/08/2020,2312,2285,2378,2120,2292,2419,2215,
Hungary,HUN,16/08/2020,2265,2307,2747,2222,2147,2199,2218,
Hungary,HUN,23/08/2020,2222,2191,2002,2241,2155,2323,2235,
Hungary,HUN,30/08/2020,2204,2294,2282,2320,2239,2254,2373,
Hungary,HUN,06/09/2020,2220,2224,2220,2246,2186,2267,2199,
Hungary,HUN,13/09/2020,2330,2271,2192,2365,2290,2356,2154,
Hungary,HUN,20/09/2020,2471,2316,2379,2263,2312,2385,2241,
Hungary,HUN,27/09/2020,2458,2355,2147,2423,2351,2362,2494,
Hungary,HUN,04/10/2020,2554,2401,2192,2447,2428,2498,2442,
Hungary,HUN,11/10/2020,2554,2452,2332,2538,2496,2512,2382,
Hungary,HUN,18/10/2020,2738,2428,2463,2493,2357,2432,2394,
Hungary,HUN,25/10/2020,2947,2413,2437,2527,2338,2409,2355,
Hungary,HUN,01/11/2020,3117,2386,2418,2458,2397,2361,2297,
Hungary,HUN,08/11/2020,3457,2405,2425,2471,2324,2362,2443,
Hungary,HUN,15/11/2020,3829,2397,2315,2483,2423,2408,2358,
Hungary,HUN,22/11/2020,3774,2468,2440,2539,2503,2555,2301,
Hungary,HUN,29/11/2020,3834,2456,2389,2540,2437,2559,2355,
Hungary,HUN,06/12/2020,3833,2575,2385,2635,2655,2644,2558,
Hungary,HUN,13/12/2020,3632,2557,2418,2585,2580,2677,2526,
